"1309.3382361773877","1309.4582361773876","11","13","{""a"":""td"",""s"":11,""nid"":-187715775}","1458","134","1458","SUCCESS","0.11999999999989086"
"1309.3382361773877","1309.4582361773876","11","12","{""a"":""td"",""s"":11,""nid"":-187715775}","1457","134","1457","SUCCESS","0.11999999999989086"
"1309.3461554190424","1309.4661554190423","11","14","{""a"":""td"",""s"":11,""nid"":-187715775}","1459","134","1459","SUCCESS","0.11999999999989086"
"1309.3496694537203","1309.4696694537201","11","15","{""a"":""td"",""s"":11,""nid"":-187715775}","1460","134","1460","SUCCESS","0.11999999999989086"
"1309.3575992097094","1309.4775992097093","11","16","{""a"":""td"",""s"":11,""nid"":-187715775}","1461","134","1461","SUCCESS","0.11999999999989086"
"1309.363449491771","1309.483449491771","11","17","{""a"":""td"",""s"":11,""nid"":-187715775}","1462","134","1462","SUCCESS","0.11999999999989086"
"1309.369617765513","1309.489617765513","11","18","{""a"":""td"",""s"":11,""nid"":-187715775}","1463","134","1463","SUCCESS","0.11999999999989086"
"1309.373449491771","1309.493449491771","11","19","{""a"":""td"",""s"":11,""nid"":-187715775}","1464","134","1464","SUCCESS","0.11999999999989086"
"1309.383449491771","1309.5034494917709","11","110","{""a"":""td"",""s"":11,""nid"":-187715775}","1465","134","1465","SUCCESS","0.11999999999989086"
"1309.388553394224","1309.5085533942238","11","21","{""a"":""td"",""s"":11,""nid"":-187715775}","1466","134","1466","SUCCESS","0.11999999999989086"
"1309.396987048754","1309.516987048754","11","31","{""a"":""td"",""s"":11,""nid"":-187715775}","1467","134","1467","SUCCESS","0.11999999999989086"
"1309.4040861666888","1309.5240861666887","11","41","{""a"":""td"",""s"":11,""nid"":-187715775}","1468","134","1468","SUCCESS","0.11999999999989086"
"1309.413357536612","1309.533357536612","11","51","{""a"":""td"",""s"":11,""nid"":-187715775}","1469","134","1469","SUCCESS","0.11999999999989086"
"1309.4582361773876","1309.6882361773874","12","11","{""p"":""52.230672#21.007329"",""a"":""tdr"",""nid"":-187715775,""id"":12}","121472","162","1471","SUCCESS","0.22999999999979082"
"1309.4582361773876","1309.6882361773874","13","11","{""p"":""52.230419#21.007447"",""a"":""tdr"",""nid"":-187715775,""id"":13}","131471","162","1470","SUCCESS","0.22999999999979082"
"1309.4661554190423","1309.696155419042","14","11","{""p"":""52.230662#21.007742"",""a"":""tdr"",""nid"":-187715775,""id"":14}","141473","162","1472","SUCCESS","0.22999999999979082"
"1309.4696694537201","1309.69966945372","15","11","{""p"":""52.23082#21.007823"",""a"":""tdr"",""nid"":-187715775,""id"":15}","151474","161","1473","SUCCESS","0.22999999999979082"
"1309.4775992097093","1309.707599209709","16","11","{""p"":""52.23082#21.007823"",""a"":""tdr"",""nid"":-187715775,""id"":16}","161475","161","1474","SUCCESS","0.22999999999979082"
"1309.483449491771","1309.7134494917707","17","11","{""p"":""52.23082#21.007823"",""a"":""tdr"",""nid"":-187715775,""id"":17}","171476","161","1475","SUCCESS","0.22999999999979082"
"1309.489617765513","1309.7196177655128","18","11","{""p"":""52.23082#21.007823"",""a"":""tdr"",""nid"":-187715775,""id"":18}","181477","161","1476","SUCCESS","0.22999999999979082"
"1309.493449491771","1309.7234494917707","19","11","{""p"":""52.23082#21.007823"",""a"":""tdr"",""nid"":-187715775,""id"":19}","191478","161","1477","SUCCESS","0.22999999999979082"
"1309.5034494917709","1309.7334494917707","110","11","{""p"":""52.23082#21.007823"",""a"":""tdr"",""nid"":-187715775,""id"":110}","1101479","162","1478","SUCCESS","0.22999999999979082"
"1309.5085533942238","1309.7385533942236","21","11","{""p"":""52.230478#21.006911"",""a"":""tdr"",""nid"":-187715775,""id"":21}","211480","162","1479","SUCCESS","0.22999999999979082"
"1309.516987048754","1309.7469870487537","31","11","{""p"":""52.230478#21.006911"",""a"":""tdr"",""nid"":-187715775,""id"":31}","311481","162","1480","SUCCESS","0.22999999999979082"
"1309.5240861666887","1309.7540861666885","41","11","{""p"":""52.230478#21.006911"",""a"":""tdr"",""nid"":-187715775,""id"":41}","411482","162","1481","SUCCESS","0.22999999999979082"
"1309.533357536612","1309.7633575366117","51","11","{""p"":""52.230478#21.006911"",""a"":""tdr"",""nid"":-187715775,""id"":51}","511483","162","1482","SUCCESS","0.22999999999979082"
"1309.6882361773874","1310.028236177387","11","13","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111485","259","1484","SUCCESS","0.33999999999969077"
"1309.6882361773874","1310.028236177387","11","12","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111484","259","1483","SUCCESS","0.33999999999969077"
"1309.696155419042","1310.0361554190417","11","14","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111486","259","1485","SUCCESS","0.33999999999969077"
"1309.69966945372","1310.0396694537196","11","15","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111487","259","1486","SUCCESS","0.33999999999969077"
"1309.707599209709","1310.0475992097088","11","16","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111488","259","1487","SUCCESS","0.33999999999969077"
"1309.7134494917707","1310.0534494917704","11","17","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111489","259","1488","SUCCESS","0.33999999999969077"
"1309.7196177655128","1310.0596177655125","11","18","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111490","259","1489","SUCCESS","0.33999999999969077"
"1309.7234494917707","1310.0634494917704","11","19","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111491","259","1490","SUCCESS","0.33999999999969077"
"1309.7334494917707","1310.0734494917704","11","110","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111492","259","1491","SUCCESS","0.33999999999969077"
"1309.7385533942236","1310.0785533942233","11","21","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111493","259","1492","SUCCESS","0.33999999999969077"
"1309.7469870487537","1310.0869870487534","11","31","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111494","259","1493","SUCCESS","0.33999999999969077"
"1309.7540861666885","1310.0940861666882","11","41","{""a"":""in"",""s"":11,""nid"":-187715775,""i"":""<<?r,Soldier,(53.721823#14.323730);(54.177929#23.380290);(49.638199#23.728027);(49.295487#15.378418),t,1,>>"",""psn"":[11]}","111495","259","1494","SUCCESS","0.33999999999969077"
